Architecture, CPU Cores+Threads, CPU Model, Total memory, Hostname, OS, Platform, Username, Homedir, Shell
x64, 8, 11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz, 10 GB, pedro-notebook, Linux, linux, pedro, /home/pedro, /usr/bin/zsh
